"CustomerID","Age","PlanType","MonthlyBill","HoursWatched_Last30d","SignupDate","CustomerCode","LastSupportTicket"
"92-UIT","47","Basico","10.45","44.1","3/3/2022","92-UIT","Consulta sobre contenido disponible"
"87-EKZ","68","Basico","18.5","42.0","2-Apr-22","87-EKZ","OK"
"40-CXM","84","Estandar","34.16","84.5","6/17/2022","40-CXM","Consulta sobre facturacion"
"80-AWN","16","estandar","28.35","96.9","12/28/2020","80-AWN","Consulta tecnica general. Problema resuelto en primera instancia."
"98-DVX","64","Estandar","","95.4","20-Jan-23","98-DVX","error en sistema de recomendaciones. Se requiere seguimiento urgente."
"129-FQK","46","Basico","18.0","27.9","1/31/2021","129-FQK","OK"
"103-KOA","44","Basico","16.18","22.2","1/14/2023","103-KOA","Error en sistema de recomendaciones. Se requiere seguimiento urgente."
"121-SJL","64","Basico","10.01","24.2","3/5/2022","121-SJL","Solicitud de cancelaciÃ³n de servicio. Se requiere seguimiento urgente."
"104-CPE","45","premium","63.7","173.8","11/14/2021","104-CPE","PROBLEMA CON SUBTÃTULOS"
"115-LPN","45","PREM","","168.3","14-Oct-22","115-LPN","Queja sobre atencion al cliente"
"32-CRP","23","Basico","14.18","34.4","1/2/2022","32-CRP","Solicitud de cancelaciÃ³n de servicio. Se requiere seguimiento urgente."
"76-VOI","45","estandar","28.25","44.7","11/18/2021","76-VOI","consulta sobre contenido disponible"
"82-STO","54","Estandar","35.64","77.2","3/3/2021","82-STO","OK"
"14-FTE","26","Basico","18.38","37.6","3/26/2024","14-FTE","CONSULTA TECNICA GENERAL"
"57-TOG","82","Estandar","29.3","76.5","10/1/2023","57-TOG","consulta sobre contenido disponible"
"113-VXS","77","Estandar","33.19","72.2","7/15/2021","113-VXS","OK"
"44-TDB","61","Basico","11.6","43.8","11/9/2025","44-TDB","CONSULTA SOBRE FACTURACIÃ“N"
"77-MOJ","33","Estandar","28.29","42.9","7/4/2025","77-MOJ","Consulta sobre facturacion. Se requiere seguimiento urgente."
"84-JFT","39","Estandar","37.35","98.7","11/2/2025","84-JFT","Consulta sobre contenido disponible"
"82-JUC","54","Basico","10.24","30.7","7/27/2021","82-JUC","consulta tecnica general"
"24-EYN","31","Basico","","36.8","7/20/2021","24-EYN","Problema con subtÃ­tulos"
"111-QYT","97","Basico","13.31","13.5","8/1/2025","111-QYT","Solicitud de cancelaciÃ³n de servicio. El problema persiste desde hace varios dÃ­as."
"103-LAR","71","Estandar","34.27","82.9","8/9/2022","103-LAR","Error en la aplicacion movil. Problema resuelto en primera instancia."
"112-JVA","88","Basico","17.46","41.9","2/15/2021","112-JVA","CONSULTA SOBRE FACTURACIÃ“N"
"95-YAW","42","Basico","","32.9","9/5/2023","95-YAW","Error en la aplicacion movil"
"36-EFV","68","Basico","17.99","44.1","2/11/2021","36-EFV","Consulta tecnica general. El cliente reporta intermitencia en el servicio."
"124-YJR","40","Basico","10.69","17.7","3/1/2023","124-YJR","Queja sobre atencion al cliente. Se necesita contactar al cliente para mÃ¡s informaciÃ³n."
"109-EIU","27","Estandar","29.14","55.2","1/29/2022","109-EIU","Error en sistema de recomendaciones. Se necesita contactar al cliente para mÃ¡s informaciÃ³n."
"20-VWD","44","Estandar","38.29","35.4","19-Jun-25","20-VWD","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Lorem ipsum dolor sit amet, consectetur adipiscing elit. Lorem ipsum dolor sit amet, consectetur adipiscing elit. "
"66-OZM","59","Estandar","28.34","84.1","11-Oct-21","66-OZM","OK"
"61-WUP","72","Basico","14.45","17.2","9/19/2022","61-WUP","Consulta sobre facturacion. Se requiere seguimiento urgente."
"67-JBF","73","premium","64.08","134.6","8/17/2025","67-JBF","CONSULTA SOBRE CONTENIDO DISPONIBLE"
"67-POJ","46","Basico","18.97","13.1","6/23/2024","67-POJ","Problema de conexion a internet"
"1-NDE","25","Basico","12.11","17.5","11/10/2023","1-NDE","Error en la aplicacion movil. El cliente reporta intermitencia en el servicio."
"53-PQK","40","Basico","","33.7","2/18/2025","53-PQK","problema con reproducciÃ³n de video. Se requiere seguimiento urgente."
"4-WSV","63","premium","68.19","136.6","3/10/2023","4-WSV","Problema con subtÃ­tulos"
"67-ERX","8","Estandar","","56.5","2/23/2025","67-ERX","Problema de conexion a internet"
"45-MPB","40","Estandar","26.75","63.8","27-Feb-25","45-MPB","Consulta tecnica general"
"94-WSL","27","premium","73.05","122.1","5/18/2021","94-WSL","QUEJA SOBRE ATENCIÃ“N AL CLIENTE. Cliente insatisfecho con la respuesta anterior."
"21-HWK","91","Basico","17.88","33.1","3/24/2025","21-HWK","Problema con subtÃ­tulos. El problema persiste desde hace varios dÃ­as."
"64-GNO","62","Estandar","30.95","44.3","10/17/2022","64-GNO","ERROR EN SISTEMA DE RECOMENDACIONES. Cliente insatisfecho con la respuesta anterior."
"88-UKD","37","Premium","","107.6","7/1/2021","88-UKD","CONSULTA SOBRE FACTURACIÃ“N. El problema persiste desde hace varios dÃ­as."
"13-EZA","62","Basico","","47.0","6/13/2023","13-EZA","SOLICITUD DE CANCELACIÃ“N DE SERVICIO. El cliente reporta intermitencia en el servicio."
"102-PNS","30","Estandar","37.29","74.8","6/5/2023","102-PNS","CONSULTA TECNICA GENERAL. Se necesita contactar al cliente para mÃ¡s informaciÃ³n."
"43-RJR","90","PREM","","113.1","8/25/2023","43-RJR","OK"
"23-OSO","64","Estandar","37.22","45.8","10/18/2024","23-OSO","Problema con subtÃ­tulos. El cliente reporta intermitencia en el servicio."
"87-YUY","75","Premium","67.24","163.3","10/10/2023","87-YUY","Problema de conexion a internet. Cliente insatisfecho con la respuesta anterior."
"123-DBQ","60","Prem","56.89","117.9","11/28/2023","123-DBQ","Problema con reproducciÃ³n de video. Cliente insatisfecho con la respuesta anterior."
"19-OEI","33","Basico","11.82","39.8","10/27/2024","19-OEI","PROBLEMA DE CONEXION A INTERNET. El problema persiste desde hace varios dÃ­as."
"63-VJU","99","Basico","","48.2","2/16/2023","63-VJU","Consulta tecnica general. El problema persiste desde hace varios dÃ­as."
"70-MZX","81","Basico","15.76","12.2","5/29/2021","70-MZX","CONSULTA TECNICA GENERAL. Problema resuelto en primera instancia."
"30-SLR","50","Basico","15.8","23.0","15-Jun-22","30-SLR","Consulta sobre facturacion. Se necesita contactar al cliente para mÃ¡s informaciÃ³n."
"108-FSJ","39","Premium","55.39","95.7","8/29/2022","108-FSJ","Error en la aplicacion movil. Cliente insatisfecho con la respuesta anterior."
"38-MAK","59","Basico","16.3","31.4","2/13/2024","38-MAK","OK"
"25-RBV","19","Basico","14.49","23.4","11/12/2023","25-RBV","Consulta tecnica general. El cliente reporta intermitencia en el servicio."
"50-OQN","56","PREM","59.74","141.3","7/18/2021","50-OQN","Error en la aplicacion movil"
"86-KPK","11","premium","","121.2","2/17/2024","86-KPK","Solicitud de cancelaciÃ³n de servicio. Cliente insatisfecho con la respuesta anterior."
"115-KEA","43","Estandar","39.1","79.0","6/10/2025","115-KEA","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Lorem ipsum dolor sit amet, consectetur adipiscing elit. Lorem ipsum dolor sit amet, consectetur adipiscing elit. "
"101-NZC","79","Estandar","","95.2","9/14/2023","101-NZC","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Lorem ipsum dolor sit amet, consectetur adipiscing elit. Lorem ipsum dolor sit amet, consectetur adipiscing elit. "
"91-WIM","62","PREM","58.16","133.4","12/23/2021","91-WIM","Queja sobre atencion al cliente"
"79-XMF","31","Basico","14.11","16.2","10/30/2025","79-XMF","Consulta sobre facturacion. Cliente insatisfecho con la respuesta anterior."
"2-TUP","49","Estandar","27.82","91.8","6/9/2023","2-TUP","Consulta sobre facturacion"
"61-NUP","21","Estandar","34.72","67.2","5/19/2024","61-NUP","ERROR EN LA APLICACION MOVIL. Problema resuelto en primera instancia."
"125-EAB","80","Estandar","26.52","48.8","11/17/2021","125-EAB","PROBLEMA CON REPRODUCCIÃ“N DE VIDEO. Cliente insatisfecho con la respuesta anterior."
"127-ZMU","104","Basico","19.51","12.2","7/16/2021","127-ZMU","consulta tecnica general"
"31-ZSK","79","PREM","79.83","103.9","10/7/2021","31-ZSK","Consulta tecnica general. El problema persiste desde hace varios dÃ­as."
"10-TOD","26","Estandar","30.4","33.6","2/24/2022","10-TOD","ERROR EN LA APLICACION MOVIL. El cliente reporta intermitencia en el servicio."
"30-KGZ","24","Estandar","35.32","40.8","7/26/2021","30-KGZ","OK"
"91-QSU","39","Basico","19.81","41.5","8/24/2021","91-QSU","error en sistema de recomendaciones. Problema resuelto en primera instancia."
"124-SOO","50","Estandar","33.14","52.7","4/6/2023","124-SOO","Queja sobre atencion al cliente. Se requiere seguimiento urgente."
"93-LUN","34","estandar","34.29","55.5","5/30/2022","93-LUN","Error en la aplicacion movil. Se necesita contactar al cliente para mÃ¡s informaciÃ³n."
"39-PIQ","55","Basico","10.66","43.4","2/28/2025","39-PIQ","OK"
"99-RNS","48","Basico","16.05","12.8","9/19/2024","99-RNS","Error en la aplicacion movil. Problema resuelto en primera instancia."
"94-UBQ","52","Estandar","37.51","35.5","4/9/2024","94-UBQ","ERROR EN LA APLICACION MOVIL. Cliente insatisfecho con la respuesta anterior."
"63-OYO","32","Estandar","36.48","70.4","2/8/2022","63-OYO","problema con subtÃ­tulos. Cliente insatisfecho con la respuesta anterior."
"113-YXO","44","Prem","62.36","156.0","4/4/2021","113-YXO","QUEJA SOBRE ATENCIÃ“N AL CLIENTE. Cliente insatisfecho con la respuesta anterior."
"65-JLY","70","Basico","","21.4","10/18/2025","65-JLY","SOLICITUD DE CANCELACIÃ“N DE SERVICIO"
"70-XNO","79","Estandar","","62.2","1/5/2025","70-XNO","OK"
"102-OFC","81","Basico","14.87","46.0","12/12/2021","102-OFC","Error en la aplicacion movil"
"14-XIW","35","Basico","11.2","40.8","9/11/2021","14-XIW","OK"
"10-IOI","25","Estandar","35.09","99.8","5/23/2023","10-IOI","Queja sobre atencion al cliente. Cliente insatisfecho con la respuesta anterior."
"121-OBK","32","Basico","17.73","15.2","2/17/2025","121-OBK","Problema de conexion a internet. Se necesita contactar al cliente para mÃ¡s informaciÃ³n."
"62-BUI","34","premium","","160.6","7/7/2023","62-BUI","Problema de conexion a internet. El problema persiste desde hace varios dÃ­as."
"113-QLY","67","Basico","11.55","39.1","5/29/2025","113-QLY","PROBLEMA CON REPRODUCCIÃ“N DE VIDEO"
"73-ASC","60","Basico","","18.4","11/15/2022","73-ASC","Consulta tecnica general. Problema resuelto en primera instancia."
"4-JXN","62","Basico","","18.0","12/25/2021","4-JXN","Problema con reproducciÃ³n de video. Problema resuelto en primera instancia."
"92-WAW","55","Estandar","30.7","98.4","1-May-25","92-WAW","Error en sistema de recomendaciones. Se necesita contactar al cliente para mÃ¡s informaciÃ³n."
"5-BXH","75","Estandar","25.27","77.9","11/24/2023","5-BXH","Problema de conexion a internet. El cliente reporta intermitencia en el servicio."
"7-YYF","45","Basico","11.36","39.2","12/20/2022","7-YYF","Queja sobre atencion al cliente. Se necesita contactar al cliente para mÃ¡s informaciÃ³n."
"84-LDQ","26","Estandar","28.02","39.7","1/10/2022","84-LDQ","Consulta tecnica general"
"40-IOY","115","Basico","18.79","39.1","8/6/2021","40-IOY","Problema con subtÃ­tulos"
"70-DED","41","Basico","16.16","34.2","6/15/2022","70-DED","PROBLEMA DE CONEXION A INTERNET. El cliente reporta intermitencia en el servicio."
"128-VMQ","38","Basico","14.73","16.6","8/14/2024","128-VMQ","Problema con reproducciÃ³n de video. Problema resuelto en primera instancia."
"16-EYL","77","Estandar","37.99","92.1","6/29/2023","16-EYL","Problema con reproducciÃ³n de video"
"9-NLV","57","Basico","15.18","25.8","10/7/2021","9-NLV","Problema con subtÃ­tulos. El problema persiste desde hace varios dÃ­as."
"73-LKP","83","Basico","11.41","43.2","5/10/2023","73-LKP","CONSULTA TECNICA GENERAL"
"34-KIA","68","Basico","18.95","45.3","5/20/2025","34-KIA","consulta sobre facturacion. Cliente insatisfecho con la respuesta anterior."
"98-SZP","54","Basico","10.43","16.8","1/4/2024","98-SZP","OK"
"78-ITL","50","Estandar","","39.2","10/1/2024","78-ITL","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Lorem ipsum dolor sit amet, consectetur adipiscing elit. Lorem ipsum dolor sit amet, consectetur adipiscing elit. "
"126-GPM","81","Basico","","34.0","7-Jul-24","126-GPM","OK"
"37-BJD","43","Basico","16.02","23.2","5/25/2025","37-BJD","problema con subtÃ­tulos. Problema resuelto en primera instancia."
"45-ZTJ","68","Basico","13.22","45.9","4/16/2021","45-ZTJ","problema con subtÃ­tulos. El cliente reporta intermitencia en el servicio."
"105-NSP","34","Basico","16.28","49.5","3/6/2023","105-NSP","Queja sobre atencion al cliente. Se necesita contactar al cliente para mÃ¡s informaciÃ³n."
"90-YPM","29","Estandar","37.11","91.9","8/1/2024","90-YPM","PROBLEMA DE CONEXION A INTERNET. Problema resuelto en primera instancia."
"53-UZK","48","Basico","16.37","10.5","10/4/2024","53-UZK","Solicitud de cancelaciÃ³n de servicio. El problema persiste desde hace varios dÃ­as."
"85-ISQ","33","Basico","13.3","23.5","2/12/2022","85-ISQ","Error en sistema de recomendaciones. Problema resuelto en primera instancia."
"85-MVY","41","Basico","15.64","37.1","10/10/2022","85-MVY","Problema de conexion a internet"
"38-HAZ","61","Estandar","33.55","57.3","7/21/2022","38-HAZ","OK"
"60-JVH","35","Estandar","30.6","32.6","3-Oct-24","60-JVH","Error en sistema de recomendaciones"
"123-TNU","36","Basico","18.21","47.5","4/2/2022","123-TNU","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Lorem ipsum dolor sit amet, consectetur adipiscing elit. Lorem ipsum dolor sit amet, consectetur adipiscing elit. "
"11-RPC","56","Basico","","30.8","3/12/2022","11-RPC","Problema con reproducciÃ³n de video"
"70-NUR","42","Basico","11.13","48.3","10/1/2022","70-NUR","Problema de conexion a internet. Problema resuelto en primera instancia."
"43-BPI","53","Basico","","28.8","2/6/2022","43-BPI","PROBLEMA CON SUBTÃTULOS. Se requiere seguimiento urgente."
"114-QIV","72","Estandar","32.99","98.2","8/26/2021","114-QIV","QUEJA SOBRE ATENCIÃ“N AL CLIENTE"
"116-IQT","34","Basico","11.43","45.8","10-Jun-24","116-IQT","PROBLEMA CON SUBTÃTULOS"
"83-LAM","2","Basico","11.7","40.7","7/2/2022","83-LAM","CONSULTA TECNICA GENERAL"
"18-UNK","5","Basico","15.47","49.0","9/26/2023","18-UNK","Problema de conexion a internet"
"60-ERT","145","Estandar","26.7","71.7","1/24/2024","60-ERT","OK"
"27-RPV","28","Basico","10.6","18.7","9-Feb-25","27-RPV","Problema con reproducciÃ³n de video. El problema persiste desde hace varios dÃ­as."
"50-FWH","98","Estandar","38.77","95.6","11/11/2021","50-FWH","Consulta sobre contenido disponible"
"75-BXZ","84","Basico","19.78","14.4","22-Apr-24","75-BXZ","Problema de conexion a internet"
"111-ORM","51","Basico","19.23","43.6","1/9/2025","111-ORM","CONSULTA SOBRE FACTURACIÃ“N. El cliente reporta intermitencia en el servicio."
"111-ZDD","76","Premium","76.8","163.4","7/3/2023","111-ZDD","Error en sistema de recomendaciones. El problema persiste desde hace varios dÃ­as."
"1-PWG","44","Estandar","33.18","55.7","9/4/2025","1-PWG","OK"
"71-MCX","89","Basico","17.41","48.4","6/14/2025","71-MCX","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Lorem ipsum dolor sit amet, consectetur adipiscing elit. Lorem ipsum dolor sit amet, consectetur adipiscing elit. "
"116-NMT","26","Basico","17.97","21.6","9/9/2025","116-NMT","Queja sobre atencion al cliente. El cliente reporta intermitencia en el servicio."
"13-RHT","35","Basico","11.26","13.1","6/29/2021","13-RHT","Consulta sobre facturacion. Problema resuelto en primera instancia."
"38-RJE","31","Estandar","27.7","66.9","9/14/2025","38-RJE","Error en la aplicacion movil"
"105-UGL","58","Estandar","36.01","54.2","4/15/2022","105-UGL","ERROR EN LA APLICACION MOVIL. Cliente insatisfecho con la respuesta anterior."
"59-JSM","58","Basico","10.11","47.1","5/16/2023","59-JSM","Consulta sobre contenido disponible. Se necesita contactar al cliente para mÃ¡s informaciÃ³n."
"110-PQH","39","Basico","12.54","33.4","4/21/2023","110-PQH","Problema de conexion a internet. El problema persiste desde hace varios dÃ­as."
"80-ORV","58","Basico","","14.2","5/22/2023","80-ORV","OK"
"55-YQS","66","Basico","11.29","36.3","4/4/2022","55-YQS","Consulta sobre facturacion. Cliente insatisfecho con la respuesta anterior."
"116-XHL","74","premium","59.69","99.4","6/22/2025","116-XHL","Problema con reproducciÃ³n de video. El problema persiste desde hace varios dÃ­as."
"51-PEM","26","Basico","12.17","35.7","5/31/2023","51-PEM","ERROR EN LA APLICACION MOVIL. Problema resuelto en primera instancia."
"127-DQY","30","Estandar","35.49","93.3","9/1/2022","127-DQY","Error en sistema de recomendaciones"
"57-AYV","9","Estandar","39.02","55.1","1/24/2022","57-AYV","Problema con reproducciÃ³n de video. Se necesita contactar al cliente para mÃ¡s informaciÃ³n."
"117-THF","47","Estandar","34.9","50.9","14-Sep-23","117-THF","Consulta sobre contenido disponible. Se requiere seguimiento urgente."
"61-MBO","55","Basico","18.33","28.0","10/18/2025","61-MBO","Problema con reproducciÃ³n de video. Se requiere seguimiento urgente."
"117-YWN","76","estandar","26.07","81.5","2/23/2023","117-YWN","Error en sistema de recomendaciones. Problema resuelto en primera instancia."
"12-XVC","74","Estandar","25.95","87.2","4/1/2025","12-XVC","QUEJA SOBRE ATENCIÃ“N AL CLIENTE"
"102-IZO","28","Basico","17.92","40.6","7/25/2022","102-IZO","ERROR EN LA APLICACION MOVIL. Cliente insatisfecho con la respuesta anterior."
"42-LYB","43","Basico","16.11","41.1","19-Oct-25","42-LYB","ERROR EN LA APLICACION MOVIL. El cliente reporta intermitencia en el servicio."
"72-KUU","86","Estandar","34.59","66.6","7/31/2023","72-KUU","consulta sobre facturacion. Cliente insatisfecho con la respuesta anterior."
"77-JAG","56","Basico","10.95","24.5","08/15/2021","77-JAG","CONSULTA TECNICA GENERAL"
"49-CDV","39","premium","54.78","190.7","8/2/2025","49-CDV","SOLICITUD DE CANCELACIÃ“N DE SERVICIO. Se necesita contactar al cliente para mÃ¡s informaciÃ³n."
"11-CBN","21","Basico","","30.6","28-Jun-25","11-CBN","Error en sistema de recomendaciones. Problema resuelto en primera instancia."
"28-ICT","42","Premium","56.61","136.5","3/4/2023","28-ICT","PROBLEMA CON SUBTÃTULOS"
"34-LFJ","57","Basico","10.31","32.7","4/25/2024","34-LFJ","error en sistema de recomendaciones. El problema persiste desde hace varios dÃ­as."
"43-POF","48","Basico","18.61","18.7","27-Mar-23","43-POF","SOLICITUD DE CANCELACIÃ“N DE SERVICIO. Se requiere seguimiento urgente."
"56-XPD","41","Estandar","","98.6","08/30/2025","56-XPD","CONSULTA TECNICA GENERAL. Cliente insatisfecho con la respuesta anterior."
"25-LGO","70","Basico","19.49","15.3","3/25/2024","25-LGO","ERROR EN LA APLICACION MOVIL"
"6-ZMD","28","Estandar","38.06","73.9","12/10/2021","6-ZMD","Error en la aplicacion movil. El problema persiste desde hace varios dÃ­as."
"53-UCW","38","estandar","","96.2","2/8/2022","53-UCW","OK"
"93-EOB","80","Estandar","39.71","46.7","4/2/2025","93-EOB","Queja sobre atencion al cliente"
"68-NKB","45","Basico","15.0","43.2","4/3/2023","68-NKB","Consulta tecnica general. Problema resuelto en primera instancia."
"16-EWC","68","Basico","19.57","13.1","12/18/2024","16-EWC","OK"
"106-ZOD","94","Basico","16.44","21.7","7/15/2025","106-ZOD","Problema de conexion a internet. Se necesita contactar al cliente para mÃ¡s informaciÃ³n."
"83-MRN","58","Estandar","33.5","92.9","3/3/2024","83-MRN","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Lorem ipsum dolor sit amet, consectetur adipiscing elit. Lorem ipsum dolor sit amet, consectetur adipiscing elit. "
"90-HYQ","56","Basico","11.81","17.0","12/1/2021","90-HYQ","CONSULTA SOBRE FACTURACIÃ“N. El problema persiste desde hace varios dÃ­as."
"94-EOA","65","Basico","13.72","31.6","12/23/2024","94-EOA","Error en la aplicacion movil. Se requiere seguimiento urgente."
"39-ATZ","50","Basico","14.73","21.6","08/29/2021","39-ATZ","Queja sobre atencion al cliente"
"28-TXD","94","Estandar","31.01","88.9","5/22/2023","28-TXD","CONSULTA SOBRE CONTENIDO DISPONIBLE"
"71-FCW","81","Estandar","39.63","57.6","2/20/2023","71-FCW","queja sobre atencion al cliente"
"109-JJH","31","Basico","18.73","13.5","22-Oct-21","109-JJH","Problema con subtÃ­tulos"
"106-DPC","52","Basico","18.67","49.5","8-Jul-25","106-DPC","queja sobre atencion al cliente. El problema persiste desde hace varios dÃ­as."
"35-FVH","58","Estandar","29.52","71.0","2/13/2023","35-FVH","ERROR EN SISTEMA DE RECOMENDACIONES"
"120-DRH","64","Basico","16.44","11.1","8/7/2021","120-DRH","Error en la aplicacion movil. Cliente insatisfecho con la respuesta anterior."
"121-ZVJ","31","estandar","","48.2","8/17/2022","121-ZVJ","Consulta sobre contenido disponible. El cliente reporta intermitencia en el servicio."
"91-BHQ","36","Basico","16.27","40.6","7/13/2022","91-BHQ","Consulta tecnica general"
"92-CPV","21","Basico","13.72","29.4","25-Dec-23","92-CPV","CONSULTA SOBRE FACTURACIÃ“N. Se requiere seguimiento urgente."
"29-KXD","51","Basico","","23.9","1/5/2022","29-KXD","Error en sistema de recomendaciones"
"7-TDD","84","Estandar","29.6","44.7","6/13/2025","7-TDD","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Lorem ipsum dolor sit amet, consectetur adipiscing elit. Lorem ipsum dolor sit amet, consectetur adipiscing elit. "
"27-ARP","27","Basico","10.42","22.1","10/30/2025","27-ARP","Error en la aplicacion movil"
"23-DTH","15","Estandar","37.82","84.7","6/14/2022","23-DTH","QUEJA SOBRE ATENCIÃ“N AL CLIENTE"
"49-ZET","41","Basico","19.23","46.8","2/11/2021","49-ZET","consulta sobre contenido disponible"
"97-LNK","79","estandar","31.98","66.4","2/9/2023","97-LNK","solicitud de cancelaciÃ³n de servicio. El cliente reporta intermitencia en el servicio."
"79-RVF","64","Basico","14.27","44.3","4-Mar-21","79-RVF","CONSULTA SOBRE CONTENIDO DISPONIBLE"
"112-NRD","64","Basico","19.77","39.7","12/10/2024","112-NRD","Problema de conexion a internet"
"127-HSP","49","Basico","16.43","26.0","3/22/2023","127-HSP","Problema con subtÃ­tulos. Cliente insatisfecho con la respuesta anterior."
"127-GYA","69","estandar","32.46","31.9","11/19/2024","127-GYA","OK"
"19-RNM","111","Basico","14.97","30.2","11/6/2022","19-RNM","Consulta tecnica general. Cliente insatisfecho con la respuesta anterior."
"115-IJL","89","Basico","18.59","22.1","12/5/2021","115-IJL","PROBLEMA CON SUBTÃTULOS"
"125-RRO","75","Basico","15.06","25.7","2/11/2023","125-RRO","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Lorem ipsum dolor sit amet, consectetur adipiscing elit. Lorem ipsum dolor sit amet, consectetur adipiscing elit. "
"11-DJV","19","Estandar","34.37","56.6","6/28/2023","11-DJV","consulta sobre contenido disponible. Se requiere seguimiento urgente."
"16-WCE","42","Estandar","","76.0","7/9/2023","16-WCE","PROBLEMA CON SUBTÃTULOS"
"96-OIC","48","Estandar","28.08","64.8","5/4/2021","96-OIC","CONSULTA SOBRE CONTENIDO DISPONIBLE. Cliente insatisfecho con la respuesta anterior."
"19-VNH","54","Basico","14.01","19.0","09/21/2021","19-VNH","QUEJA SOBRE ATENCIÃ“N AL CLIENTE. El cliente reporta intermitencia en el servicio."
"109-FUQ","17","Basico","14.32","31.6","10/7/2024","109-FUQ","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Lorem ipsum dolor sit amet, consectetur adipiscing elit. Lorem ipsum dolor sit amet, consectetur adipiscing elit. "
"47-OFZ","11","estandar","39.05","67.3","11-Jun-22","47-OFZ","Problema con subtÃ­tulos. Se requiere seguimiento urgente."
"38-TTV","18","Basico","19.1","35.4","2/22/2021","38-TTV","Solicitud de cancelaciÃ³n de servicio"
"49-AUI","44","Estandar","31.32","93.4","10/3/2024","49-AUI","CONSULTA SOBRE FACTURACIÃ“N"
"10-ZMA","35","Premium","","152.2","1/10/2021","10-ZMA","Problema con subtÃ­tulos"
"35-GON","56","Basico","15.79","41.0","12/11/2022","35-GON","ERROR EN LA APLICACION MOVIL. El problema persiste desde hace varios dÃ­as."
"99-UTY","39","Basico","","18.6","5/7/2024","99-UTY","solicitud de cancelaciÃ³n de servicio. Problema resuelto en primera instancia."
"108-MGH","38","Estandar","","63.3","29-Oct-23","108-MGH","Problema con reproducciÃ³n de video. Problema resuelto en primera instancia."
"61-GKQ","50","Estandar","35.27","67.4","24-Jul-24","61-GKQ","PROBLEMA CON SUBTÃTULOS"
"77-CVG","22","Basico","19.15","35.3","15-Dec-20","77-CVG","Problema con subtÃ­tulos. Cliente insatisfecho con la respuesta anterior."
"85-SWV","39","Premium","65.18","122.2","7/6/2022","85-SWV","Consulta tecnica general. El cliente reporta intermitencia en el servicio."
"113-UDK","49","Estandar","26.22","41.0","12/29/2022","113-UDK","Consulta sobre facturacion"
"34-GRV","40","Estandar","31.21","42.7","12/22/2020","34-GRV","QUEJA SOBRE ATENCIÃ“N AL CLIENTE"
"58-XZF","80","Estandar","31.01","60.0","6/6/2024","58-XZF","CONSULTA SOBRE CONTENIDO DISPONIBLE. El cliente reporta intermitencia en el servicio."
"116-VMF","73","Basico","18.12","20.6","9/14/2021","116-VMF","Consulta sobre facturacion. El problema persiste desde hace varios dÃ­as."
"46-KDH","2","Basico","19.06","24.8","1/19/2022","46-KDH","ERROR EN LA APLICACION MOVIL. El problema persiste desde hace varios dÃ­as."
"54-SST","22","Basico","","12.4","9-Jan-24","54-SST","Error en sistema de recomendaciones"
"11-ANJ","41","PREM","53.96","187.1","8/28/2025","11-ANJ","SOLICITUD DE CANCELACIÃ“N DE SERVICIO. El problema persiste desde hace varios dÃ­as."
"81-SLG","88","Basico","14.98","48.9","4/24/2024","81-SLG","PROBLEMA CON SUBTÃTULOS"
"67-NLE","59","estandar","39.24","68.9","3/15/2022","67-NLE","ERROR EN SISTEMA DE RECOMENDACIONES. Se requiere seguimiento urgente."
"41-SLZ","7","premium","","122.8","11/29/2021","41-SLZ","Error en sistema de recomendaciones"
"72-EEN","89","Basico","15.85","33.3","11/12/2025","72-EEN","QUEJA SOBRE ATENCIÃ“N AL CLIENTE"
"24-XAR","78","Estandar","33.85","96.6","3/12/2021","24-XAR","PROBLEMA CON REPRODUCCIÃ“N DE VIDEO"
"68-PAZ","85","Estandar","29.86","81.2","9-Oct-21","68-PAZ","QUEJA SOBRE ATENCIÃ“N AL CLIENTE"
"14-TOP","60","Basico","12.39","40.8","8/27/2023","14-TOP","PROBLEMA DE CONEXION A INTERNET"
"39-DML","91","Premium","70.54","95.8","2/27/2022","39-DML","Consulta sobre contenido disponible"
"108-CKJ","33","Basico","10.92","30.5","4/16/2023","108-CKJ","OK"
"119-LXM","59","Basico","","46.1","3/3/2021","119-LXM","PROBLEMA CON SUBTÃTULOS. El cliente reporta intermitencia en el servicio."
"130-LCR","44","Estandar","28.81","35.7","1/24/2023","130-LCR","OK"
"106-WHP","21","Basico","16.23","20.6","1-Jan-21","106-WHP","PROBLEMA DE CONEXION A INTERNET"
"27-LAK","28","Basico","14.59","26.2","03/14/2022","27-LAK","Queja sobre atencion al cliente"
"101-UCD","55","Basico","16.95","17.5","9/27/2025","101-UCD","Consulta sobre facturacion"
"77-UDK","48","Basico","17.38","27.8","3/3/2023","77-UDK","OK"
"2-CWL","73","Basico","15.78","39.2","4/4/2024","2-CWL","Problema con subtÃ­tulos"
